CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents
WBA000011,application,Web Based Application,IM0003401,5,5,5.0,incident,
SUB000426,subapplication,Web Based Application,IM0003402,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0003403,4,4,4.0,incident,
SUB000533,subapplication,Web Based Application,IM0003404,4,4,4.0,incident,
SBA000054,application,Server Based Application,IM0003405,5,5,5.0,request for information,
SBA000834,application,Server Based Application,IM0003406,4,4,4.0,incident,
DTA000043,application,Desktop Application,IM0003407,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0003408,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0003409,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0003410,4,4,4.0,incident,
DTA000056,application,Desktop Application,IM0003411,3,3,3.0,incident,
CBD000764,computer,Banking Device,IM0003412,3,3,3.0,incident,
DTA000616,application,Desktop Application,IM0003413,4,4,4.0,incident,
WSR000119,computer,Windows Server,IM0003414,4,4,4.0,incident,
WBA000077,application,Web Based Application,IM0003415,5,5,5.0,request for information,
DSK000219,computer,Desktop,IM0003416,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0003417,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0003418,5,5,5.0,request for information,
DTA000024,application,Desktop Application,IM0003419,3,3,3.0,incident,
SBA000834,application,Server Based Application,IM0003420,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0003421,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0003422,5,5,5.0,request for information,
SBA000142,application,Server Based Application,IM0003423,4,4,4.0,incident,
SBA000834,application,Server Based Application,IM0003424,4,4,4.0,incident,
DTA000591,application,Desktop Application,IM0003425,4,4,4.0,incident,
SBA000730,application,Server Based Application,IM0003426,3,3,3.0,incident,
DSW000011,software,Database Software,IM0003427,3,3,3.0,incident,
SBA000462,application,Server Based Application,IM0003428,4,4,4.0,incident,
SBA000142,application,Server Based Application,IM0003429,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0003430,3,3,3.0,incident,
WBA000054,application,Web Based Application,IM0003431,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0003432,4,4,4.0,incident,
LAP000689,computer,Laptop,IM0003433,3,3,3.0,incident,
LAP001075,computer,Laptop,IM0003434,5,5,5.0,incident,
SAP000004,application,SAP,IM0003435,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0003436,5,5,5.0,request for information,
SBA000142,application,Server Based Application,IM0003437,2,2,2.0,incident,
SBA000079,application,Server Based Application,IM0003438,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0003439,4,4,4.0,incident,
SBA000131,application,Server Based Application,IM0003440,3,4,3.0,incident,
SBA000427,application,Server Based Application,IM0003441,3,3,3.0,incident,
SBA000263,application,Server Based Application,IM0003442,5,5,5.0,request for information,
SAP000004,application,SAP,IM0003443,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0003444,5,5,5.0,request for information,
SUB000508,subapplication,Web Based Application,IM0003445,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0003446,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0003447,5,5,5.0,request for information,
WBA000124,application,Web Based Application,IM0003448,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0003449,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0003450,NS,3,,incident,
SAP000004,application,SAP,IM0003451,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0003452,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0003453,5,5,5.0,request for information,
SAP000004,application,SAP,IM0003454,5,5,5.0,request for information,
SAP000005,application,SAP,IM0003455,5,5,5.0,request for information,
SUB000539,subapplication,Web Based Application,IM0003456,4,4,4.0,incident,
SAP000005,application,SAP,IM0003457,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0003458,5,5,5.0,request for information,
SAP000005,application,SAP,IM0003459,5,5,5.0,request for information,
SAP000005,application,SAP,IM0003460,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0003461,5,5,5.0,request for information,
SAP000005,application,SAP,IM0003462,5,5,5.0,request for information,
SUB000508,subapplication,Web Based Application,IM0003463,4,4,4.0,incident,
SAP000005,application,SAP,IM0003464,5,5,5.0,request for information,
SAP000003,application,SAP,IM0003465,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0003466,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0003467,5,5,5.0,request for information,
SAP000004,application,SAP,IM0003468,5,5,5.0,request for information,
SUB000426,subapplication,Web Based Application,IM0003469,4,4,4.0,incident,
SAP000005,application,SAP,IM0003470,5,5,5.0,request for information,
SUB000508,subapplication,Web Based Application,IM0003471,4,4,4.0,incident,2.0
SAP000004,application,SAP,IM0003472,5,5,5.0,request for information,
SBA000698,application,Server Based Application,IM0003473,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0003474,4,4,4.0,incident,
ADB000010,database,Database,IM0003475,3,4,3.0,incident,
CBA000014,application,Client Based Application,IM0003476,5,5,5.0,incident,
SBA000028,application,Server Based Application,IM0003477,3,4,3.0,incident,
DSK000648,computer,Desktop,IM0003478,5,5,5.0,incident,
WBA000094,application,Web Based Application,IM0003479,5,5,5.0,incident,
SBA000462,application,Server Based Application,IM0003480,4,4,4.0,incident,
WBA000082,application,Web Based Application,IM0003481,4,4,4.0,incident,
SUB000538,subapplication,Web Based Application,IM0003482,4,4,4.0,incident,
SUB000533,subapplication,Web Based Application,IM0003483,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0003484,5,5,5.0,incident,
DTA000012,application,Desktop Application,IM0003485,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0003486,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0003487,4,4,4.0,incident,
DTA000027,application,Desktop Application,IM0003488,3,4,3.0,incident,
WBA000128,application,Web Based Application,IM0003489,5,5,5.0,incident,
LAP000774,computer,Laptop,IM0003490,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0003491,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0003492,5,5,5.0,request for information,
DTA000025,application,Desktop Application,IM0003493,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0003494,4,4,4.0,incident,
WBA000018,application,Web Based Application,IM0003495,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0003496,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0003497,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0003498,4,4,4.0,incident,
CBA000018,application,Client Based Application,IM0003499,4,4,4.0,incident,
SBA000747,application,Server Based Application,IM0003500,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0003501,4,4,4.0,incident,
SUB000537,subapplication,Web Based Application,IM0003502,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0003503,4,4,4.0,incident,1.0
DTA000027,application,Desktop Application,IM0003504,3,4,3.0,incident,
DTA000616,application,Desktop Application,IM0003505,4,4,4.0,incident,
SBA000464,application,Server Based Application,IM0003506,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0003507,4,4,4.0,incident,
SUB000136,subapplication,Server Based Application,IM0003508,5,5,5.0,incident,
DTA000023,application,Desktop Application,IM0003509,4,4,4.0,incident,
SBA000679,application,Server Based Application,IM0003510,4,4,4.0,incident,
WBA000068,application,Web Based Application,IM0003511,4,5,4.0,incident,
SBA000088,application,Server Based Application,IM0003512,4,4,4.0,incident,
SBA000310,application,Server Based Application,IM0003513,3,4,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0003514,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0003515,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0003516,5,5,5.0,request for information,
SBA000142,application,Server Based Application,IM0003517,4,4,4.0,incident,
WBA000094,application,Web Based Application,IM0003518,5,5,5.0,incident,
SBA000142,application,Server Based Application,IM0003519,4,4,4.0,incident,
SAP000004,application,SAP,IM0003520,5,5,5.0,request for information,
SBA000142,application,Server Based Application,IM0003521,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0003522,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0003523,5,5,5.0,incident,
SBA000659,application,Server Based Application,IM0003524,4,4,4.0,incident,
LAP000884,computer,Laptop,IM0003525,4,4,4.0,incident,
SBA000251,application,Server Based Application,IM0003526,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0003527,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0003528,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0003529,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0003530,4,5,4.0,incident,
CBA000014,application,Client Based Application,IM0003532,5,5,5.0,incident,
WBA000103,application,Web Based Application,IM0003533,4,4,4.0,incident,
DSK000191,computer,Desktop,IM0003534,5,5,5.0,incident,
WBA000077,application,Web Based Application,IM0003535,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0003536,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0003537,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0003538,3,3,3.0,incident,
DTA000056,application,Desktop Application,IM0003539,4,4,4.0,incident,
WBA000103,application,Web Based Application,IM0003540,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0003541,5,5,5.0,incident,
SUB000545,subapplication,Web Based Application,IM0003542,5,5,5.0,incident,
DTA000019,application,Desktop Application,IM0003543,4,4,4.0,incident,
DTA000023,application,Desktop Application,IM0003544,4,4,4.0,incident,
SBA000585,application,Server Based Application,IM0003545,4,4,4.0,request for information,
WBA000144,application,Web Based Application,IM0003546,4,4,4.0,incident,
SBA000743,application,Server Based Application,IM0003547,5,5,5.0,request for information,
WBA000011,application,Web Based Application,IM0003548,5,5,5.0,incident,
SBA000782,application,Server Based Application,IM0003549,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0003550,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0003551,5,5,5.0,request for information,
SAP000003,application,SAP,IM0003552,4,4,4.0,incident,
CBD001182,computer,Banking Device,IM0003553,4,4,4.0,incident,
DSK000152,computer,Desktop,IM0003554,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0003555,4,4,4.0,incident,
SBA000698,application,Server Based Application,IM0003556,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0003557,5,5,5.0,request for information,
SBA000811,application,Server Based Application,IM0003558,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0003559,4,4,4.0,incident,
SBA000054,application,Server Based Application,IM0003560,3,3,3.0,incident,
SUB000533,subapplication,Web Based Application,IM0003561,4,4,4.0,incident,
SBA000427,application,Server Based Application,IM0003562,3,3,3.0,incident,
SUB000113,subapplication,Server Based Application,IM0003563,4,4,4.0,incident,
NET000431,networkcomponents,Network Component,IM0003564,3,3,3.0,incident,
NET000148,networkcomponents,Network Component,IM0003565,NS,3,,incident,
SBA000607,application,Server Based Application,IM0003566,5,5,5.0,request for information,
SBA000462,application,Server Based Application,IM0003567,4,4,4.0,incident,
NET000145,networkcomponents,Network Component,IM0003568,3,3,3.0,incident,
SBA000193,application,Server Based Application,IM0003569,3,3,3.0,incident,
SUB000113,subapplication,Server Based Application,IM0003570,5,5,5.0,request for information,
SBA000759,application,Server Based Application,IM0003571,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0003572,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0003573,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0003574,5,5,5.0,incident,
NET000143,networkcomponents,Network Component,IM0003575,3,3,3.0,incident,
SBA000607,application,Server Based Application,IM0003576,5,5,5.0,request for information,
WBA000145,application,Web Based Application,IM0003577,5,5,5.0,incident,
SBA000295,application,Server Based Application,IM0003578,3,3,3.0,incident,
CNT000043,storage,Controller,IM0003579,3,3,3.0,incident,
WBA000148,application,Web Based Application,IM0003580,4,4,4.0,incident,
NET000139,networkcomponents,Network Component,IM0003581,3,3,3.0,incident,
CNT000045,storage,Controller,IM0003582,3,3,3.0,incident,
WBA000144,application,Web Based Application,IM0003583,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0003584,3,3,3.0,incident,
SBA000317,application,Server Based Application,IM0003585,5,5,5.0,incident,
SBA000759,application,Server Based Application,IM0003586,5,5,5.0,request for information,
SBA000782,application,Server Based Application,IM0003587,3,3,3.0,incident,
SBA000782,application,Server Based Application,IM0003588,3,3,3.0,incident,
WBA000011,application,Web Based Application,IM0003589,5,5,5.0,incident,
SBA000295,application,Server Based Application,IM0003590,4,4,4.0,incident,
DTA000018,application,Desktop Application,IM0003591,5,5,5.0,incident,
LAP000446,computer,Laptop,IM0003592,5,5,5.0,incident,
